# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-02-13 15:19:38 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536580 STONY CREEK (WEST) NEAR WORTH, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536580
#            TS   parameter     Description
#        200613       00060     Discharge, cubic feet per second
#        200615       00065     Gage height, feet, [(2)]
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	200613_00060	200613_00060_cd	200615_00065	200615_00065_cd
USGS	05536580	2017-10-01 04:15	CST	3.91	P	25.28	P
USGS	05536580	2017-10-01 04:30	CST	3.91	P	25.28	P
USGS	05536580	2017-10-01 04:45	CST	3.68	P	25.27	P
USGS	05536580	2017-10-01 05:00	CST	3.68	P	25.27	P
USGS	05536580	2017-10-01 05:15	CST	3.68	P	25.27	P
USGS	05536580	2017-10-01 05:30	CST	3.68	P	25.27	P
USGS	05536580	2017-10-01 05:45	CST	3.46	P	25.26	P
USGS	05536580	2017-10-01 06:00	CST	3.24	P	25.25	P
USGS	05536580	2017-10-01 06:15	CST	3.24	P	25.25	P
USGS	05536580	2017-10-01 06:30	CST	3.24	P	25.25	P
USGS	05536580	2017-10-01 06:45	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 07:00	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 07:15	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 07:30	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 07:45	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 08:00	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 08:15	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 08:30	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 08:45	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 09:00	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 09:15	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 09:30	CST	3.03	P	25.24	P
USGS	05536580	2017-10-01 09:45	CST	3.04	P	25.24	P
USGS	05536580	2017-10-01 10:00	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 10:15	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 10:30	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 10:45	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 11:00	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 11:15	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 11:30	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 11:45	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 12:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 12:15	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 12:30	CST	2.83	P	25.23	P
USGS	05536580	2017-10-01 12:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 13:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 13:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 13:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 13:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 14:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 14:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 14:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 14:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 15:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 15:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 15:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 15:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 16:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 16:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 16:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 16:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 17:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 17:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 17:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 17:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 18:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 18:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 18:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 18:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 19:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 19:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 19:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 19:45	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 20:00	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 20:15	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 20:30	CST	2.64	P	25.22	P
USGS	05536580	2017-10-01 20:45	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 21:00	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 21:15	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 21:30	CST	3.04	P	25.24	P
USGS	05536580	2017-10-01 21:45	CST	3.04	P	25.24	P
USGS	05536580	2017-10-01 22:00	CST	3.04	P	25.24	P
USGS	05536580	2017-10-01 22:15	CST	3.04	P	25.24	P
USGS	05536580	2017-10-01 22:30	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 22:45	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 23:00	CST	2.65	P	25.22	P
USGS	05536580	2017-10-01 23:15	CST	2.65	P	25.22	P
USGS	05536580	2017-10-01 23:30	CST	2.84	P	25.23	P
USGS	05536580	2017-10-01 23:45	CST	3.04	P	25.24	P
USGS	05536580	2017-10-02 00:00	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 00:15	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 00:30	CST	3.04	P	25.24	P
USGS	05536580	2017-10-02 00:45	CST	3.04	P	25.24	P
USGS	05536580	2017-10-02 01:00	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 01:15	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 01:30	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 01:45	CST	2.65	P	25.22	P
USGS	05536580	2017-10-02 02:00	CST	2.65	P	25.22	P
USGS	05536580	2017-10-02 02:15	CST	2.65	P	25.22	P
USGS	05536580	2017-10-02 02:30	CST	2.65	P	25.22	P
USGS	05536580	2017-10-02 02:45	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 03:00	CST	3.25	P	25.25	P
USGS	05536580	2017-10-02 03:15	CST	3.47	P	25.26	P
USGS	05536580	2017-10-02 03:30	CST	3.47	P	25.26	P
USGS	05536580	2017-10-02 03:45	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 04:00	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 04:15	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 04:30	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 04:45	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 05:00	CST	2.84	P	25.23	P
USGS	05536580	2017-10-02 05:15	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 05:30	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 05:45	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 06:00	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 06:15	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 06:30	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 06:45	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 07:00	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 07:15	CST	3.47	P	25.26	P
USGS	05536580	2017-10-02 07:30	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 07:45	CST	3.26	P	25.25	P
USGS	05536580	2017-10-02 08:00	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 08:15	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 08:30	CST	3.05	P	25.24	P
USGS	05536580	2017-10-02 08:45	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 09:00	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 09:15	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 09:30	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 09:45	CST	2.85	P	25.23	P
USGS	05536580	2017-10-02 10:00	CST	2.65	P	25.22	P
USGS	05536580	2017-10-02 10:15	CST	2.46	P	25.21	P
USGS	05536580	2017-10-02 10:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 10:45	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 11:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 11:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 11:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 11:45	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 12:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 12:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 12:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 12:45	CST	2.11	P	25.19	P
USGS	05536580	2017-10-02 13:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 13:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 13:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 13:45	CST	2.11	P	25.19	P
USGS	05536580	2017-10-02 14:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 14:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 14:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 14:45	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 15:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 15:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 15:30	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 15:45	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 16:00	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 16:15	CST	2.28	P	25.20	P
USGS	05536580	2017-10-02 16:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 16:45	CST	2.11	P	25.19	P
USGS	05536580	2017-10-02 17:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 17:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 17:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 17:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 18:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 18:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 18:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 18:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 19:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 19:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 19:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 19:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 20:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 20:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 20:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 20:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 21:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 21:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 21:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 21:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 22:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 22:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 22:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 22:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 23:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 23:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 23:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-02 23:45	CST	2.11	P	25.19	P
USGS	05536580	2017-10-03 00:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 00:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 00:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 00:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 01:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 01:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 01:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 01:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 02:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 02:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 02:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 02:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 03:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 03:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 03:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 03:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 04:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 04:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 04:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 04:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 05:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 05:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 05:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 05:45	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 06:00	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 06:15	CST	2.47	P	25.21	P
USGS	05536580	2017-10-03 06:30	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 06:45	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 07:00	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 07:15	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 07:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 07:45	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 08:00	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 08:15	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 08:30	CST	2.29	P	25.20	P
USGS	05536580	2017-10-03 08:45	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 09:00	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 09:15	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 09:30	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 09:45	CST	2.48	P	25.21	P
USGS	05536580	2017-10-03 10:00	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 10:15	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 10:30	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 10:45	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 11:00	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 11:15	CST	2.67	P	25.22	P
USGS	05536580	2017-10-03 11:30	CST	2.86	P	25.23	P
USGS	05536580	2017-10-03 11:45	CST	2.86	P	25.23	P
USGS	05536580	2017-10-03 12:00	CST	2.86	P	25.23	P
USGS	05536580	2017-10-03 12:15	CST	3.07	P	25.24	P
USGS	05536580	2017-10-03 12:30	CST	3.28	P	25.25	P
USGS	05536580	2017-10-03 12:45	CST	3.28	P	25.25	P
USGS	05536580	2017-10-03 13:00	CST	3.72	P	25.27	P
USGS	05536580	2017-10-03 13:15	CST	3.72	P	25.27	P
USGS	05536580	2017-10-03 13:30	CST	3.72	P	25.27	P
USGS	05536580	2017-10-03 13:45	CST	3.95	P	25.28	P
USGS	05536580	2017-10-03 14:00	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 14:15	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 14:30	CST	4.18	P	25.29	P
USGS	05536580	2017-10-03 14:45	CST	4.18	P	25.29	P
USGS	05536580	2017-10-03 15:00	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 15:15	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 15:30	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 15:45	CST	4.43	P	25.30	P
USGS	05536580	2017-10-03 16:00	CST	4.68	P	25.31	P
USGS	05536580	2017-10-03 16:15	CST	4.68	P	25.31	P
USGS	05536580	2017-10-03 16:30	CST	4.68	P	25.31	P
USGS	05536580	2017-10-03 16:45	CST	4.68	P	25.31	P
USGS	05536580	2017-10-03 17:00	CST	4.68	P	25.31	P
USGS	05536580	2017-10-03 17:15	CST	4.94	P	25.32	P
USGS	05536580	2017-10-03 17:30	CST	4.94	P	25.32	P
USGS	05536580	2017-10-03 17:45	CST	5.20	P	25.33	P
USGS	05536580	2017-10-03 18:00	CST	5.20	P	25.33	P
USGS	05536580	2017-10-03 18:15	CST	5.47	P	25.34	P
USGS	05536580	2017-10-03 18:30	CST	5.75	P	25.35	P
USGS	05536580	2017-10-03 18:45	CST	5.75	P	25.35	P
USGS	05536580	2017-10-03 19:00	CST	6.03	P	25.36	P
USGS	05536580	2017-10-03 19:15	CST	6.03	P	25.36	P
USGS	05536580	2017-10-03 19:30	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 19:45	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 20:00	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 20:15	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 20:30	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 20:45	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 21:00	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 21:15	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 21:30	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 21:45	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 22:00	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 22:15	CST	6.62	P	25.38	P
USGS	05536580	2017-10-03 22:30	CST	6.32	P	25.37	P
USGS	05536580	2017-10-03 22:45	CST	6.03	P	25.36	P
USGS	05536580	2017-10-03 23:00	CST	6.03	P	25.36	P
USGS	05536580	2017-10-03 23:15	CST	5.75	P	25.35	P
USGS	05536580	2017-10-03 23:30	CST	5.75	P	25.35	P
USGS	05536580	2017-10-03 23:45	CST	5.75	P	25.35	P
USGS	05536580	2017-10-04 00:00	CST	5.47	P	25.34	P
USGS	05536580	2017-10-04 00:15	CST	5.47	P	25.34	P
USGS	05536580	2017-10-04 00:30	CST	5.47	P	25.34	P
USGS	05536580	2017-10-04 00:45	CST	5.20	P	25.33	P
USGS	05536580	2017-10-04 01:00	CST	5.48	P	25.34	P
USGS	05536580	2017-10-04 01:15	CST	5.21	P	25.33	P
USGS	05536580	2017-10-04 01:30	CST	5.21	P	25.33	P
USGS	05536580	2017-10-04 01:45	CST	5.21	P	25.33	P
USGS	05536580	2017-10-04 02:00	CST	5.21	P	25.33	P
USGS	05536580	2017-10-04 02:15	CST	4.94	P	25.32	P
USGS	05536580	2017-10-04 02:30	CST	4.94	P	25.32	P
USGS	05536580	2017-10-04 02:45	CST	4.94	P	25.32	P
USGS	05536580	2017-10-04 03:00	CST	4.94	P	25.32	P
USGS	05536580	2017-10-04 03:15	CST	4.94	P	25.32	P
USGS	05536580	2017-10-04 03:30	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 03:45	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 04:00	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 04:15	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 04:30	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 04:45	CST	4.44	P	25.30	P
USGS	05536580	2017-10-04 05:00	CST	4.44	P	25.30	P
USGS	05536580	2017-10-04 05:15	CST	4.44	P	25.30	P
USGS	05536580	2017-10-04 05:30	CST	4.19	P	25.29	P
USGS	05536580	2017-10-04 05:45	CST	4.19	P	25.29	P
USGS	05536580	2017-10-04 06:00	CST	4.19	P	25.29	P
USGS	05536580	2017-10-04 06:15	CST	4.19	P	25.29	P
USGS	05536580	2017-10-04 06:30	CST	4.20	P	25.29	P
USGS	05536580	2017-10-04 06:45	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 07:00	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 07:15	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 07:30	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 07:45	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 08:00	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 08:15	CST	3.73	P	25.27	P
USGS	05536580	2017-10-04 08:30	CST	3.73	P	25.27	P
USGS	05536580	2017-10-04 08:45	CST	3.96	P	25.28	P
USGS	05536580	2017-10-04 09:00	CST	3.73	P	25.27	P
USGS	05536580	2017-10-04 09:15	CST	3.73	P	25.27	P
USGS	05536580	2017-10-04 09:30	CST	4.69	P	25.31	P
USGS	05536580	2017-10-04 09:45	CST	7.56	P	25.41	P
USGS	05536580	2017-10-04 10:00	CST	9.60	P	25.47	P
USGS	05536580	2017-10-04 10:15	CST	11.5	P	25.52	P
USGS	05536580	2017-10-04 10:30	CST	15.3	P	25.61	P
USGS	05536580	2017-10-04 10:45	CST	22.8	P	25.76	P
USGS	05536580	2017-10-04 11:00	CST	29.2	P	25.87	P
USGS	05536580	2017-10-04 11:15	CST	33.6	P	25.94	P
USGS	05536580	2017-10-04 11:30	CST	37.0	P	25.99	P
USGS	05536580	2017-10-04 11:45	CST	39.1	P	26.02	P
USGS	05536580	2017-10-04 12:00	CST	39.8	P	26.03	P
USGS	05536580	2017-10-04 12:15	CST	40.6	P	26.04	P
USGS	05536580	2017-10-04 12:30	CST	41.3	P	26.05	P
USGS	05536580	2017-10-04 12:45	CST	43.5	P	26.08	P
USGS	05536580	2017-10-04 13:00	CST	46.6	P	26.12	P
USGS	05536580	2017-10-04 13:15	CST	49.7	P	26.16	P
USGS	05536580	2017-10-04 13:30	CST	53.0	P	26.20	P
USGS	05536580	2017-10-04 13:45	CST	55.5	P	26.23	P
USGS	05536580	2017-10-04 14:00	CST	57.2	P	26.25	P
USGS	05536580	2017-10-04 14:15	CST	57.2	P	26.25	P
USGS	05536580	2017-10-04 14:30	CST	58.0	P	26.26	P
USGS	05536580	2017-10-04 14:45	CST	57.2	P	26.25	P
USGS	05536580	2017-10-04 15:00	CST	57.2	P	26.25	P
USGS	05536580	2017-10-04 15:15	CST	56.3	P	26.24	P
USGS	05536580	2017-10-04 15:30	CST	55.5	P	26.23	P
USGS	05536580	2017-10-04 15:45	CST	54.6	P	26.22	P
USGS	05536580	2017-10-04 16:00	CST	53.0	P	26.20	P
USGS	05536580	2017-10-04 16:15	CST	51.3	P	26.18	P
USGS	05536580	2017-10-04 16:30	CST	49.7	P	26.16	P
USGS	05536580	2017-10-04 16:45	CST	48.1	P	26.14	P
USGS	05536580	2017-10-04 17:00	CST	46.6	P	26.12	P
USGS	05536580	2017-10-04 17:15	CST	44.3	P	26.09	P
USGS	05536580	2017-10-04 17:30	CST	42.8	P	26.07	P
USGS	05536580	2017-10-04 17:45	CST	41.3	P	26.05	P
USGS	05536580	2017-10-04 18:00	CST	39.9	P	26.03	P
USGS	05536580	2017-10-04 18:15	CST	38.4	P	26.01	P
USGS	05536580	2017-10-04 18:30	CST	36.3	P	25.98	P
USGS	05536580	2017-10-04 18:45	CST	35.7	P	25.97	P
USGS	05536580	2017-10-04 19:00	CST	34.3	P	25.95	P
USGS	05536580	2017-10-04 19:15	CST	33.0	P	25.93	P
USGS	05536580	2017-10-04 19:30	CST	32.3	P	25.92	P
USGS	05536580	2017-10-04 19:45	CST	31.1	P	25.90	P
USGS	05536580	2017-10-04 20:00	CST	30.4	P	25.89	P
USGS	05536580	2017-10-04 20:15	CST	29.2	P	25.87	P
USGS	05536580	2017-10-04 20:30	CST	28.0	P	25.85	P
USGS	05536580	2017-10-04 20:45	CST	27.4	P	25.84	P
USGS	05536580	2017-10-04 21:00	CST	26.8	P	25.83	P
USGS	05536580	2017-10-04 21:15	CST	26.2	P	25.82	P
USGS	05536580	2017-10-04 21:30	CST	25.0	P	25.80	P
USGS	05536580	2017-10-04 21:45	CST	24.4	P	25.79	P
USGS	05536580	2017-10-04 22:00	CST	23.3	P	25.77	P
USGS	05536580	2017-10-04 22:15	CST	23.3	P	25.77	P
USGS	05536580	2017-10-04 22:30	CST	22.2	P	25.75	P
USGS	05536580	2017-10-04 22:45	CST	21.7	P	25.74	P
