# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-02-13 15:19:53 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536500 TINLEY CREEK NEAR PALOS PARK, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536500
#            TS   parameter     Description
#         50431       00065     Gage height, feet
#         50432       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	50431_00065	50431_00065_cd	50432_00060	50432_00060_cd
USGS	05536500	2017-10-01 20:15	CST	2.26	A	0.10	A
USGS	05536500	2017-10-01 20:30	CST	2.26	A	0.10	A
USGS	05536500	2017-10-01 20:45	CST	2.26	A	0.11	A
USGS	05536500	2017-10-01 21:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 21:15	CST	2.26	A	0.10	A
USGS	05536500	2017-10-01 21:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 21:45	CST	2.26	A	0.11	A
USGS	05536500	2017-10-01 22:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 22:15	CST	2.26	A	0.10	A
USGS	05536500	2017-10-01 22:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 22:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 23:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 23:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 23:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-01 23:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 00:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 00:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 00:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 00:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 01:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 01:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 01:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 01:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 02:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 02:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 02:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 02:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 03:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 03:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 03:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 03:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 04:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 04:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 04:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 04:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 05:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 05:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 05:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 05:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 06:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 06:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 06:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 06:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 07:00	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 07:15	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 07:30	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 07:45	CST	2.25	A	0.10	A
USGS	05536500	2017-10-02 08:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 08:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 08:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 08:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 09:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 09:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 09:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 09:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 10:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 10:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 10:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 10:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 11:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 11:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 11:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 11:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 12:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 12:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 12:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 12:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 13:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 13:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 13:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 13:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 14:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 14:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 14:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 14:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 15:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 15:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 15:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 15:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 16:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 16:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 16:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 16:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 17:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 17:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 17:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 17:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 18:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-02 18:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 18:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 18:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 19:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 19:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 19:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 19:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 20:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 20:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 20:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-02 20:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 21:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 21:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 21:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 21:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 22:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 22:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 22:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 22:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 23:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 23:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 23:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-02 23:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 00:00	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 00:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 00:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 00:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 01:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 01:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 01:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 01:45	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 02:00	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 02:15	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 02:30	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 02:45	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 03:00	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 03:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 03:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 03:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 04:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 04:15	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 04:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 04:45	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 05:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 05:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 05:30	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 05:45	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 06:00	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 06:15	CST	2.24	A	0.07	A
USGS	05536500	2017-10-03 06:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 06:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 07:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 07:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 07:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 07:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 08:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 08:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 08:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 08:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 09:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 09:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 09:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 09:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 10:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 10:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 10:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 10:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 11:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 11:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 11:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 11:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 12:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 12:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 12:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 12:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 13:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 13:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 13:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 13:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 14:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 14:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 14:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 14:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 15:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 15:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 15:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 15:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 16:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 16:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 16:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 16:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 17:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 17:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 17:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 17:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 18:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 18:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 18:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 18:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 19:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 19:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 19:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 19:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 20:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 20:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 20:30	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 20:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 21:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-03 21:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 21:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 21:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 22:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 22:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 22:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 22:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 23:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-03 23:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 23:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-03 23:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 00:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 00:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 00:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 00:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 01:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 01:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 01:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 01:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 02:00	CST	2.25	A	0.09	A
USGS	05536500	2017-10-04 02:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-04 02:30	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 02:45	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 03:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 03:15	CST	2.25	A	0.09	A
USGS	05536500	2017-10-04 03:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 03:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 04:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 04:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 04:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 04:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 05:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 05:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 05:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 05:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 06:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 06:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 06:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 06:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 07:00	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 07:15	CST	2.24	A	0.09	A
USGS	05536500	2017-10-04 07:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 07:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 08:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 08:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 08:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 08:45	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 09:00	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 09:15	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 09:30	CST	2.24	A	0.08	A
USGS	05536500	2017-10-04 09:45	CST	2.25	A	0.09	A
USGS	05536500	2017-10-04 10:00	CST	2.29	A	0.21	A
USGS	05536500	2017-10-04 10:15	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 10:30	CST	2.28	A	0.19	A
USGS	05536500	2017-10-04 10:45	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 11:00	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 11:15	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 11:30	CST	2.29	A	0.20	A
USGS	05536500	2017-10-04 11:45	CST	2.29	A	0.20	A
USGS	05536500	2017-10-04 12:00	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 12:15	CST	2.29	A	0.20	A
USGS	05536500	2017-10-04 12:30	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 12:45	CST	2.29	A	0.20	A
USGS	05536500	2017-10-04 13:00	CST	2.28	A	0.18	A
USGS	05536500	2017-10-04 13:15	CST	2.28	A	0.18	A
USGS	05536500	2017-10-04 13:30	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 13:45	CST	2.28	A	0.18	A
USGS	05536500	2017-10-04 14:00	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 14:15	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 14:30	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 14:45	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 15:00	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 15:15	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 15:30	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 15:45	CST	2.28	A	0.16	A
USGS	05536500	2017-10-04 16:00	CST	2.28	A	0.16	A
USGS	05536500	2017-10-04 16:15	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 16:30	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 16:45	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 17:00	CST	2.28	A	0.17	A
USGS	05536500	2017-10-04 17:15	CST	2.28	A	0.18	A
USGS	05536500	2017-10-04 17:30	CST	2.29	A	0.19	A
USGS	05536500	2017-10-04 17:45	CST	2.29	A	0.20	A
USGS	05536500	2017-10-04 18:00	CST	2.30	A	0.22	A
USGS	05536500	2017-10-04 18:15	CST	2.30	A	0.25	A
USGS	05536500	2017-10-04 18:30	CST	2.31	A	0.29	A
USGS	05536500	2017-10-04 18:45	CST	2.32	A	0.34	A
USGS	05536500	2017-10-04 19:00	CST	2.33	A	0.38	A
USGS	05536500	2017-10-04 19:15	CST	2.34	A	0.43	A
USGS	05536500	2017-10-04 19:30	CST	2.36	A	0.59	A
USGS	05536500	2017-10-04 19:45	CST	2.40	A	1.13	A
USGS	05536500	2017-10-04 20:00	CST	2.44	A	1.76	A
USGS	05536500	2017-10-04 20:15	CST	2.46	A	2.12	A
USGS	05536500	2017-10-04 20:30	CST	2.47	A	2.31	A
USGS	05536500	2017-10-04 20:45	CST	2.47	A	2.47	A
USGS	05536500	2017-10-04 21:00	CST	2.47	A	2.53	A
USGS	05536500	2017-10-04 21:15	CST	2.48	A	2.64	A
USGS	05536500	2017-10-04 21:30	CST	2.48	A	2.64	A
USGS	05536500	2017-10-04 21:45	CST	2.48	A	2.55	A
USGS	05536500	2017-10-04 22:00	CST	2.47	A	2.53	A
USGS	05536500	2017-10-04 22:15	CST	2.47	A	2.47	A
USGS	05536500	2017-10-04 22:30	CST	2.47	A	2.42	A
USGS	05536500	2017-10-04 22:45	CST	2.47	A	2.39	A
